group	group_name	start	end	width
666	NA	740	740	1
666	NA	741	778	38
666	NA	779	778	0
666	NA	779	956	178
666	NA	957	956	0
666	NA	957	961	5
666	NA	962	964	3
666	NA	965	966	2
666	NA	967	969	3
666	NA	970	999	30
666	NA	1000	999	0
666	NA	1000	1065	66
666	NA	1066	1068	3
666	NA	1069	1092	24
666	NA	1093	1093	1
666	NA	1094	1123	30
666	NA	1124	1123	0
666	NA	1124	1720	597
666	NA	1721	1720	0
666	NA	1721	1856	136
666	NA	1857	1856	0
666	NA	1857	1922	66
667	NA	1	1	1
667	NA	2	102	101
667	NA	103	102	0
667	NA	103	744	642
667	NA	745	744	0
667	NA	745	1005	261
667	NA	1006	1005	0
667	NA	1006	1922	917
668	NA	1	182	182
668	NA	183	182	0
668	NA	183	372	190
668	NA	373	372	0
668	NA	373	949	577
668	NA	950	950	1
668	NA	951	1040	90
668	NA	1041	1040	0
668	NA	1041	1131	91
668	NA	1132	1131	0
668	NA	1132	1888	757
668	NA	1889	1889	1
668	NA	1890	1922	33
669	NA	1	1	1
669	NA	2	43	42
669	NA	44	43	0
669	NA	44	101	58
669	NA	102	101	0
669	NA	102	324	223
669	NA	325	324	0
669	NA	325	378	54
669	NA	379	378	0
669	NA	379	710	332
669	NA	711	710	0
669	NA	711	841	131
669	NA	842	841	0
669	NA	842	867	26
669	NA	868	867	0
669	NA	868	1280	413
669	NA	1281	1281	1
669	NA	1282	1338	57
669	NA	1339	1339	1
669	NA	1340	1522	183
669	NA	1523	1522	0
669	NA	1523	1530	8
669	NA	1531	1530	0
669	NA	1531	1733	203
669	NA	1734	1733	0
669	NA	1734	1793	60
669	NA	1794	1793	0
669	NA	1794	1922	129
670	NA	1	1	1
670	NA	2	102	101
670	NA	103	102	0
670	NA	103	1922	1820
671	NA	1	1	1
671	NA	2	16	15
671	NA	17	16	0
671	NA	17	24	8
671	NA	25	142	118
671	NA	143	316	174
671	NA	317	316	0
671	NA	317	584	268
671	NA	585	584	0
671	NA	585	711	127
671	NA	712	711	0
671	NA	712	804	93
671	NA	805	804	0
671	NA	805	937	133
671	NA	938	948	11
671	NA	949	1290	342
671	NA	1291	1291	1
671	NA	1292	1799	508
671	NA	1800	1800	1
671	NA	1801	1808	8
671	NA	1809	1809	1
671	NA	1810	1911	102
671	NA	1912	1911	0
671	NA	1912	1922	11
672	NA	1	1	1
672	NA	2	119	118
672	NA	120	119	0
672	NA	120	644	525
672	NA	645	644	0
672	NA	645	936	292
672	NA	937	937	1
672	NA	938	962	25
672	NA	963	962	0
672	NA	963	964	2
672	NA	965	968	4
672	NA	969	968	0
672	NA	969	969	1
672	NA	970	1922	953
673	NA	1	1	1
673	NA	2	17	16
673	NA	18	17	0
673	NA	18	26	9
673	NA	27	27	1
673	NA	28	65	38
673	NA	66	65	0
673	NA	66	68	3
673	NA	69	68	0
673	NA	69	74	6
673	NA	75	74	0
673	NA	75	100	26
673	NA	101	112	12
673	NA	113	321	209
673	NA	322	321	0
673	NA	322	559	238
673	NA	560	560	1
673	NA	561	791	231
673	NA	792	791	0
673	NA	792	916	125
673	NA	917	916	0
673	NA	917	1676	760
673	NA	1677	1676	0
673	NA	1677	1698	22
673	NA	1699	1698	0
673	NA	1699	1768	70
673	NA	1769	1768	0
673	NA	1769	1900	132
673	NA	1901	1901	1
673	NA	1902	1922	21
674	NA	1	100	100
674	NA	101	112	12
674	NA	113	1922	1810
675	NA	1	102	102
675	NA	103	102	0
675	NA	103	828	726
675	NA	829	828	0
675	NA	829	831	3
675	NA	832	832	1
675	NA	833	833	1
675	NA	834	835	2
675	NA	836	837	2
675	NA	838	837	0
675	NA	838	839	2
675	NA	840	842	3
675	NA	843	844	2
675	NA	845	845	1
675	NA	846	847	2
675	NA	848	849	2
675	NA	850	851	2
675	NA	852	851	0
675	NA	852	853	2
675	NA	854	853	0
675	NA	854	855	2
675	NA	856	858	3
675	NA	859	860	2
675	NA	861	860	0
675	NA	861	863	3
675	NA	864	865	2
675	NA	866	866	1
675	NA	867	869	3
675	NA	870	871	2
675	NA	872	871	0
675	NA	872	874	3
675	NA	875	874	0
675	NA	875	875	1
675	NA	876	876	1
675	NA	877	879	3
675	NA	880	880	1
675	NA	881	883	3
675	NA	884	883	0
675	NA	884	884	1
675	NA	885	885	1
675	NA	886	888	3
675	NA	889	888	0
675	NA	889	889	1
675	NA	890	891	2
675	NA	892	895	4
675	NA	896	895	0
675	NA	896	897	2
675	NA	898	898	1
675	NA	899	900	2
675	NA	901	900	0
675	NA	901	906	6
675	NA	907	908	2
675	NA	909	911	3
675	NA	912	911	0
675	NA	912	914	3
675	NA	915	919	5
675	NA	920	920	1
675	NA	921	927	7
675	NA	928	928	1
675	NA	929	929	1
675	NA	930	930	1
675	NA	931	934	4
675	NA	935	935	1
675	NA	936	940	5
675	NA	941	943	3
675	NA	944	951	8
675	NA	952	952	1
675	NA	953	955	3
675	NA	956	956	1
675	NA	957	959	3
675	NA	960	961	2
675	NA	962	962	1
675	NA	963	963	1
675	NA	964	970	7
675	NA	971	971	1
675	NA	972	975	4
675	NA	976	976	1
675	NA	977	977	1
675	NA	978	979	2
675	NA	980	981	2
675	NA	982	982	1
675	NA	983	986	4
675	NA	987	988	2
676	NA	1	100	100
676	NA	101	100	0
676	NA	101	763	663
676	NA	764	763	0
676	NA	764	1051	288
676	NA	1052	1051	0
676	NA	1052	1299	248
676	NA	1300	1299	0
676	NA	1300	1387	88
676	NA	1388	1388	1
676	NA	1389	1448	60
676	NA	1449	1448	0
676	NA	1449	1460	12
676	NA	1461	1460	0
676	NA	1461	1921	461
677	NA	1	25	25
677	NA	26	26	1
677	NA	27	100	74
677	NA	101	100	0
677	NA	101	960	860
677	NA	961	963	3
677	NA	964	965	2
677	NA	966	968	3
677	NA	969	1921	953
678	NA	1	1798	1798
678	NA	1799	1799	1
678	NA	1800	1921	122
679	NA	1	101	101
679	NA	102	101	0
679	NA	102	1204	1103
679	NA	1205	1205	1
679	NA	1206	1798	593
679	NA	1799	1799	1
679	NA	1800	1921	122
680	NA	1	1	1
680	NA	2	96	95
680	NA	97	100	4
680	NA	101	104	4
680	NA	105	105	1
680	NA	106	126	21
680	NA	127	127	1
680	NA	128	231	104
680	NA	232	232	1
680	NA	233	237	5
680	NA	238	238	1
680	NA	239	592	354
680	NA	593	593	1
680	NA	594	928	335
680	NA	929	928	0
680	NA	929	1066	138
680	NA	1067	1067	1
680	NA	1068	1124	57
680	NA	1125	1124	0
680	NA	1125	1180	56
680	NA	1181	1180	0
680	NA	1181	1276	96
680	NA	1277	1277	1
680	NA	1278	1386	109
680	NA	1387	1387	1
680	NA	1388	1886	499
680	NA	1887	1887	1
680	NA	1888	1920	33
681	NA	1	1	1
681	NA	2	99	98
681	NA	100	99	0
681	NA	100	390	291
681	NA	391	391	1
681	NA	392	407	16
681	NA	408	407	0
681	NA	408	413	6
681	NA	414	413	0
681	NA	414	541	128
681	NA	542	541	0
681	NA	542	1077	536
681	NA	1078	1078	1
681	NA	1079	1405	327
681	NA	1406	1406	1
681	NA	1407	1422	16
681	NA	1423	1423	1
681	NA	1424	1434	11
681	NA	1435	1436	2
681	NA	1437	1543	107
681	NA	1544	1543	0
681	NA	1544	1609	66
681	NA	1610	1610	1
681	NA	1611	1743	133
681	NA	1744	1743	0
681	NA	1744	1920	177
682	NA	1	574	574
682	NA	575	574	0
682	NA	575	1552	978
group	group_name	start	end	width	names
1	NA	1	555	555	=
1	NA	556	556	1	D
1	NA	557	939	383	=
1	NA	940	945	6	D
1	NA	946	1923	978	=
2	NA	1	103	103	=
2	NA	104	115	12	D
2	NA	116	295	180	=
2	NA	296	296	1	D
2	NA	297	937	641	=
2	NA	938	938	1	D
2	NA	939	942	4	=
2	NA	943	944	2	D
2	NA	945	974	30	=
2	NA	975	975	1	D
2	NA	976	1264	289	=
2	NA	1265	1264	0	I
2	NA	1265	1339	75	=
2	NA	1340	1340	1	D
2	NA	1341	1395	55	=
2	NA	1396	1395	0	I
2	NA	1396	1433	38	=
2	NA	1434	1433	0	I
2	NA	1434	1470	37	=
2	NA	1471	1470	0	I
2	NA	1471	1473	3	=
2	NA	1474	1473	0	I
2	NA	1474	1476	3	=
2	NA	1477	1477	1	D
2	NA	1478	1535	58	=
2	NA	1536	1536	1	D
2	NA	1537	1608	72	=
2	NA	1609	1609	1	D
2	NA	1610	1677	68	=
2	NA	1678	1678	1	D
2	NA	1679	1908	230	=
2	NA	1909	1909	1	D
2	NA	1910	1923	14	=
3	NA	1	1923	1923	=
4	NA	1	1923	1923	=
5	NA	1	357	357	=
5	NA	358	357	0	I
5	NA	358	908	551	=
5	NA	909	945	37	D
5	NA	946	1824	879	=
5	NA	1825	1825	1	D
5	NA	1826	1923	98	=
6	NA	1	1067	1067	=
6	NA	1068	1068	1	D
6	NA	1069	1749	681	=
6	NA	1750	1749	0	I
6	NA	1750	1800	51	=
6	NA	1801	1801	1	D
6	NA	1802	1923	122	=
7	NA	1	604	604	=
7	NA	605	604	0	I
7	NA	605	927	323	=
7	NA	928	927	0	I
7	NA	928	974	47	=
7	NA	975	974	0	I
7	NA	975	1015	41	=
7	NA	1016	1016	1	D
7	NA	1017	1166	150	=
7	NA	1167	1167	1	D
7	NA	1168	1200	33	=
7	NA	1201	1201	1	D
7	NA	1202	1923	722	=
8	NA	1	1923	1923	=
9	NA	1	317	317	=
9	NA	318	318	1	D
9	NA	319	859	541	=
9	NA	860	859	0	I
9	NA	860	1923	1064	=
10	NA	1	1923	1923	=
11	NA	1	346	346	=
11	NA	347	347	1	X
11	NA	348	1004	657	=
11	NA	1005	1004	0	I
11	NA	1005	1535	531	=
11	NA	1536	1536	1	D
11	NA	1537	1922	386	=
12	NA	1	1923	1923	=
13	NA	1	90	90	=
13	NA	91	90	0	I
13	NA	91	311	221	=
13	NA	312	311	0	I
13	NA	312	966	655	=
13	NA	967	967	1	D
13	NA	968	1006	39	=
13	NA	1007	1006	0	I
13	NA	1007	1029	23	=
13	NA	1030	1029	0	I
13	NA	1030	1923	894	=
13	NA	1924	1923	0	S
14	NA	1	103	103	=
14	NA	104	103	0	I
14	NA	104	640	537	=
14	NA	641	640	0	I
14	NA	641	1608	968	=
14	NA	1609	1608	0	I
14	NA	1609	1623	15	=
14	NA	1624	1623	0	I
14	NA	1624	1889	266	=
14	NA	1890	1889	0	I
14	NA	1890	1923	34	=
15	NA	1	962	962	=
15	NA	963	965	3	X
15	NA	966	967	2	=
15	NA	968	970	3	X
15	NA	971	1066	96	=
15	NA	1067	1069	3	X
15	NA	1070	1093	24	=
15	NA	1094	1094	1	X
15	NA	1095	1923	829	=
16	NA	1	103	103	=
16	NA	104	117	14	D
16	NA	118	1923	1806	=
17	NA	1	48	48	=
17	NA	49	49	1	D
17	NA	50	101	52	=
17	NA	102	102	1	X
17	NA	103	103	1	=
17	NA	104	103	0	I
17	NA	104	129	26	=
17	NA	130	129	0	I
17	NA	130	189	60	=
17	NA	190	190	1	D
17	NA	191	317	127	=
17	NA	318	317	0	I
17	NA	318	786	469	=
17	NA	787	787	1	D
17	NA	788	880	93	=
17	NA	881	880	0	I
17	NA	881	1029	149	=
17	NA	1030	1029	0	I
17	NA	1030	1389	360	=
17	NA	1390	1390	1	D
17	NA	1391	1889	499	=
17	NA	1890	1890	1	D
17	NA	1891	1910	20	=
17	NA	1911	1911	1	D
17	NA	1912	1923	12	=
18	NA	1	517	517	=
18	NA	518	517	0	I
18	NA	518	718	201	=
18	NA	719	718	0	I
18	NA	719	906	188	=
18	NA	907	906	0	I
18	NA	907	950	44	=
18	NA	951	951	1	D
18	NA	952	1080	129	=
18	NA	1081	1081	1	D
18	NA	1082	1394	313	=
18	NA	1395	1394	0	I
18	NA	1395	1524	130	=
18	NA	1525	1524	0	I
18	NA	1525	1558	34	=
18	NA	1559	1558	0	I
18	NA	1559	1923	365	=
19	NA	1	1923	1923	=
20	NA	1	876	876	=
20	NA	877	876	0	I
20	NA	877	940	64	=
20	NA	941	940	0	I
20	NA	941	943	3	=
20	NA	944	943	0	I
20	NA	944	944	1	=
20	NA	945	945	1	X
20	NA	946	1800	855	=
20	NA	1801	1801	1	D
20	NA	1802	1923	122	=
21	NA	1	531	531	=
21	NA	532	532	1	D
21	NA	533	1453	921	=
21	NA	1454	1454	1	D
21	NA	1455	1922	468	=
22	NA	1	1923	1923	=
23	NA	1	585	585	=
23	NA	586	586	1	D
23	NA	587	1824	1238	=
23	NA	1825	1825	1	D
23	NA	1826	1923	98	=
24	NA	1	101	101	=
24	NA	102	113	12	D
24	NA	114	455	342	=
24	NA	456	455	0	I
24	NA	456	531	76	=
24	NA	532	532	1	D
24	NA	533	1672	1140	=
24	NA	1673	1673	1	D
24	NA	1674	1923	250	=
25	NA	1	102	102	=
25	NA	103	102	0	I
25	NA	103	939	837	=
25	NA	940	945	6	D
25	NA	946	1923	978	=
26	NA	1	103	103	=
26	NA	104	103	0	I
26	NA	104	842	739	=
26	NA	843	843	1	D
26	NA	844	945	102	=
26	NA	946	963	18	D
26	NA	964	1889	926	=
26	NA	1890	1890	1	D
26	NA	1891	1923	33	=
27	NA	1	102	102	=
27	NA	103	102	0	I
27	NA	103	847	745	=
27	NA	848	847	0	I
27	NA	848	1923	1076	=
28	NA	1	101	101	=
28	NA	102	113	12	D
28	NA	114	1923	1810	=
29	NA	1	1922	1922	=
30	NA	1	102	102	=
30	NA	103	102	0	I
30	NA	103	288	186	=
30	NA	289	288	0	I
30	NA	289	1824	1536	=
30	NA	1825	1825	1	D
30	NA	1826	1923	98	=
31	NA	1	1923	1923	=
32	NA	1	196	196	=
32	NA	197	196	0	I
32	NA	197	288	92	=
32	NA	289	288	0	I
32	NA	289	436	148	=
32	NA	437	436	0	I
32	NA	437	447	11	=
32	NA	448	447	0	I
32	NA	448	555	108	=
32	NA	556	555	0	I
32	NA	556	924	369	=
32	NA	925	925	1	X
32	NA	926	926	1	=
32	NA	927	926	0	I
32	NA	927	1726	800	=
32	NA	1727	1727	1	D
32	NA	1728	1824	97	=
32	NA	1825	1825	1	D
32	NA	1826	1923	98	=
33	NA	1	939	939	=
33	NA	940	945	6	D
33	NA	946	1923	978	=
34	NA	1	27	27	=
34	NA	28	28	1	D
34	NA	29	159	131	=
34	NA	160	159	0	I
34	NA	160	357	198	=
34	NA	358	357	0	I
34	NA	358	943	586	=
34	NA	944	945	2	D
34	NA	946	946	1	X
34	NA	947	1166	220	=
34	NA	1167	1167	1	D
34	NA	1168	1243	76	=
34	NA	1244	1243	0	I
34	NA	1244	1564	321	=
34	NA	1565	1564	0	I
34	NA	1565	1923	359	=
35	NA	1	103	103	=
35	NA	104	103	0	I
35	NA	104	163	60	=
35	NA	164	163	0	I
35	NA	164	369	206	=
35	NA	370	370	1	D
35	NA	371	945	575	=
35	NA	946	963	18	D
35	NA	964	1057	94	=
35	NA	1058	1057	0	I
35	NA	1058	1170	113	=
35	NA	1171	1171	1	D
35	NA	1172	1200	29	=
35	NA	1201	1200	0	I
35	NA	1201	1323	123	=
35	NA	1324	1323	0	I
35	NA	1324	1401	78	=
35	NA	1402	1401	0	I
35	NA	1402	1535	134	=
35	NA	1536	1536	1	D
35	NA	1537	1608	72	=
35	NA	1609	1609	1	D
35	NA	1610	1824	215	=
35	NA	1825	1825	1	D
35	NA	1826	1923	98	=
36	NA	1	103	103	=
36	NA	104	103	0	I
36	NA	104	937	834	=
36	NA	938	937	0	I
36	NA	938	946	9	=
36	NA	947	964	18	D
36	NA	965	1050	86	=
36	NA	1051	1050	0	I
36	NA	1051	1054	4	=
36	NA	1055	1054	0	I
36	NA	1055	1148	94	=
36	NA	1149	1148	0	I
36	NA	1149	1864	716	=
36	NA	1865	1865	1	D
36	NA	1866	1923	58	=
37	NA	1	102	102	=
37	NA	103	106	4	D
37	NA	107	107	1	=
37	NA	108	109	2	X
37	NA	110	111	2	=
37	NA	112	113	2	D
37	NA	114	222	109	=
37	NA	223	223	1	D
37	NA	224	282	59	=
37	NA	283	283	1	D
37	NA	284	288	5	=
37	NA	289	289	1	D
37	NA	290	511	222	=
37	NA	512	512	1	X
37	NA	513	513	1	=
37	NA	514	514	1	X
37	NA	515	885	371	=
37	NA	886	885	0	I
37	NA	886	1301	416	=
37	NA	1302	1302	1	D
37	NA	1303	1318	16	=
37	NA	1319	1318	0	I
37	NA	1319	1491	173	=
37	NA	1492	1492	1	D
37	NA	1493	1923	431	=
38	NA	1	1923	1923	=
39	NA	1	886	886	=
39	NA	887	886	0	I
39	NA	887	1542	656	=
39	NA	1543	1542	0	I
39	NA	1543	1923	381	=
39	NA	1924	1923	0	S
40	NA	1	103	103	=
40	NA	104	103	0	I
40	NA	104	364	261	=
40	NA	365	364	0	I
40	NA	365	531	167	=
40	NA	532	531	0	I
40	NA	532	1786	1255	=
40	NA	1787	1787	1	D
40	NA	1788	1923	136	=
41	NA	1	103	103	=
41	NA	104	103	0	I
41	NA	104	941	838	=
41	NA	942	945	4	D
41	NA	946	1166	221	=
41	NA	1167	1166	0	I
41	NA	1167	1923	757	=
42	NA	1	944	944	=
42	NA	945	964	20	D
42	NA	965	1200	236	=
42	NA	1201	1200	0	I
42	NA	1201	1356	156	=
42	NA	1357	1356	0	I
42	NA	1357	1360	4	=
42	NA	1361	1360	0	I
42	NA	1361	1462	102	=
42	NA	1463	1462	0	I
42	NA	1463	1791	329	=
42	NA	1792	1791	0	I
42	NA	1792	1923	132	=
43	NA	1	103	103	=
43	NA	104	103	0	I
43	NA	104	939	836	=
43	NA	940	945	6	D
43	NA	946	1923	978	=
44	NA	1	77	77	=
44	NA	78	78	1	D
44	NA	79	240	162	=
44	NA	241	240	0	I
44	NA	241	382	142	=
44	NA	383	382	0	I
44	NA	383	636	254	=
44	NA	637	636	0	I
44	NA	637	871	235	=
44	NA	872	871	0	I
44	NA	872	1739	868	=
44	NA	1740	1740	1	D
44	NA	1741	1923	183	=
45	NA	1	135	135	=
45	NA	136	135	0	I
45	NA	136	152	17	=
45	NA	153	152	0	I
45	NA	153	189	37	=
45	NA	190	190	1	D
45	NA	191	240	50	=
45	NA	241	241	1	D
45	NA	242	278	37	=
45	NA	279	278	0	I
45	NA	279	302	24	=
45	NA	303	302	0	I
45	NA	303	357	55	=
45	NA	358	358	1	D
45	NA	359	379	21	=
45	NA	380	380	1	D
45	NA	381	531	151	=
45	NA	532	532	1	D
45	NA	533	871	339	=
45	NA	872	871	0	I
45	NA	872	945	74	=
45	NA	946	950	5	D
45	NA	951	1085	135	=
45	NA	1086	1085	0	I
45	NA	1086	1299	214	=
45	NA	1300	1299	0	I
45	NA	1300	1331	32	=
45	NA	1332	1332	1	D
45	NA	1333	1354	22	=
45	NA	1355	1354	0	I
45	NA	1355	1535	181	=
45	NA	1536	1536	1	D
45	NA	1537	1570	34	=
45	NA	1571	1570	0	I
45	NA	1571	1763	193	=
45	NA	1764	1763	0	I
45	NA	1764	1807	44	=
45	NA	1808	1807	0	I
45	NA	1808	1889	82	=
45	NA	1890	1890	1	D
45	NA	1891	1923	33	=
46	NA	1	393	393	=
46	NA	394	394	1	D
46	NA	395	531	137	=
46	NA	532	532	1	D
46	NA	533	564	32	=
46	NA	565	565	1	D
46	NA	566	847	282	=
46	NA	848	847	0	I
46	NA	848	1006	159	=
46	NA	1007	1007	1	D
46	NA	1008	1154	147	=
46	NA	1155	1155	1	D
46	NA	1156	1632	477	=
46	NA	1633	1633	1	D
46	NA	1634	1800	167	=
46	NA	1801	1801	1	D
46	NA	1802	1809	8	=
46	NA	1810	1810	1	D
46	NA	1811	1824	14	=
46	NA	1825	1825	1	D
46	NA	1826	1860	35	=
46	NA	1861	1861	1	D
46	NA	1862	1889	28	=
46	NA	1890	1890	1	D
46	NA	1891	1923	33	=
47	NA	1	102	102	=
47	NA	103	102	0	I
47	NA	103	156	54	=
47	NA	157	156	0	I
47	NA	157	234	78	=
47	NA	235	235	1	D
47	NA	236	263	28	=
47	NA	264	263	0	I
47	NA	264	325	62	=
47	NA	326	325	0	I
47	NA	326	585	260	=
47	NA	586	586	1	D
47	NA	587	876	290	=
47	NA	877	877	1	D
47	NA	878	896	19	=
47	NA	897	897	1	D
47	NA	898	939	42	=
47	NA	940	945	6	D
47	NA	946	1889	944	=
47	NA	1890	1890	1	D
47	NA	1891	1923	33	=
48	NA	1	531	531	=
48	NA	532	532	1	D
48	NA	533	1864	1332	=
48	NA	1865	1865	1	D
48	NA	1866	1923	58	=
49	NA	1	455	455	=
49	NA	456	455	0	I
49	NA	456	700	245	=
49	NA	701	700	0	I
49	NA	701	910	210	=
49	NA	911	910	0	I
49	NA	911	912	2	=
49	NA	913	912	0	I
49	NA	913	931	19	=
49	NA	932	931	0	I
49	NA	932	939	8	=
49	NA	940	945	6	D
49	NA	946	1200	255	=
49	NA	1201	1200	0	I
49	NA	1201	1923	723	=
50	NA	1	2	2	=
50	NA	3	3	1	D
50	NA	4	27	24	=
50	NA	28	28	1	D
50	NA	29	211	183	=
50	NA	212	211	0	I
50	NA	212	585	374	=
50	NA	586	586	1	D
50	NA	587	914	328	=
50	NA	915	914	0	I
50	NA	915	936	22	=
50	NA	937	944	8	D
50	NA	945	1864	920	=
50	NA	1865	1865	1	D
50	NA	1866	1923	58	=
51	NA	1	1200	1200	=
51	NA	1201	1200	0	I
51	NA	1201	1507	307	=
51	NA	1508	1507	0	I
51	NA	1508	1923	416	=
52	NA	1	44	44	=
52	NA	45	45	1	D
52	NA	46	1786	1741	=
52	NA	1787	1787	1	D
52	NA	1788	1923	136	=
53	NA	1	103	103	=
53	NA	104	103	0	I
53	NA	104	939	836	=
53	NA	940	945	6	D
53	NA	946	1923	978	=
54	NA	1	103	103	=
54	NA	104	103	0	I
54	NA	104	1015	912	=
54	NA	1016	1015	0	I
54	NA	1016	1923	908	=
55	NA	1	103	103	=
55	NA	104	103	0	I
55	NA	104	105	2	=
55	NA	106	105	0	I
55	NA	106	163	58	=
55	NA	164	163	0	I
55	NA	164	410	247	=
55	NA	411	410	0	I
55	NA	411	676	266	=
55	NA	677	677	1	D
55	NA	678	1335	658	=
55	NA	1336	1335	0	I
55	NA	1336	1734	399	=
55	NA	1735	1735	1	D
55	NA	1736	1786	51	=
55	NA	1787	1787	1	D
55	NA	1788	1918	131	=
55	NA	1919	1919	1	D
55	NA	1920	1921	2	=
56	NA	1	102	102	=
56	NA	103	102	0	I
56	NA	103	1923	1821	=
57	NA	1	48	48	=
57	NA	49	48	0	I
57	NA	49	484	436	=
57	NA	485	484	0	I
57	NA	485	585	101	=
57	NA	586	586	1	D
57	NA	587	662	76	=
57	NA	663	662	0	I
57	NA	663	750	88	=
57	NA	751	751	1	D
57	NA	752	847	96	=
57	NA	848	848	1	D
57	NA	849	945	97	=
57	NA	946	945	0	I
57	NA	946	962	17	=
57	NA	963	965	3	X
57	NA	966	967	2	=
57	NA	968	970	3	X
57	NA	971	1066	96	=
57	NA	1067	1069	3	X
57	NA	1070	1093	24	=
57	NA	1094	1094	1	X
57	NA	1095	1486	392	=
57	NA	1487	1486	0	I
57	NA	1487	1809	323	=
57	NA	1810	1810	1	D
57	NA	1811	1823	13	=
57	NA	1824	1823	0	I
57	NA	1824	1923	100	=
58	NA	1	25	25	=
58	NA	26	143	118	D
58	NA	144	938	795	=
58	NA	939	949	11	D
58	NA	950	1889	940	=
58	NA	1890	1890	1	D
58	NA	1891	1923	33	=
59	NA	1	27	27	=
59	NA	28	28	1	D
59	NA	29	1922	1894	=
60	NA	1	103	103	=
60	NA	104	103	0	I
60	NA	104	1759	1656	=
60	NA	1760	1760	1	X
60	NA	1761	1923	163	=
61	NA	1	76	76	=
61	NA	77	76	0	I
61	NA	77	102	26	=
61	NA	103	102	0	I
61	NA	103	305	203	=
61	NA	306	305	0	I
61	NA	306	439	134	=
61	NA	440	439	0	I
61	NA	440	514	75	=
61	NA	515	514	0	I
61	NA	515	703	189	=
61	NA	704	703	0	I
61	NA	704	792	89	=
61	NA	793	792	0	I
61	NA	793	832	40	=
61	NA	833	832	0	I
61	NA	833	887	55	=
61	NA	888	887	0	I
61	NA	888	1041	154	=
61	NA	1042	1041	0	I
61	NA	1042	1327	286	=
61	NA	1328	1327	0	I
61	NA	1328	1751	424	=
61	NA	1752	1751	0	I
61	NA	1752	1800	49	=
61	NA	1801	1800	0	I
61	NA	1801	1881	81	=
61	NA	1882	1883	2	X
61	NA	1884	1923	40	=
62	NA	1	369	369	=
62	NA	370	370	1	D
62	NA	371	937	567	=
62	NA	938	938	1	D
62	NA	939	943	5	=
62	NA	944	945	2	D
62	NA	946	946	1	X
62	NA	947	1603	657	=
62	NA	1604	1604	1	D
62	NA	1605	1688	84	=
62	NA	1689	1688	0	I
62	NA	1689	1923	235	=
62	NA	1924	1923	0	S
63	NA	1	27	27	=
63	NA	28	28	1	D
63	NA	29	102	74	=
63	NA	103	102	0	I
63	NA	103	330	228	=
63	NA	331	330	0	I
63	NA	331	393	63	=
63	NA	394	394	1	D
63	NA	395	692	298	=
63	NA	693	692	0	I
63	NA	693	891	199	=
63	NA	892	891	0	I
63	NA	892	896	5	=
63	NA	897	896	0	I
63	NA	897	995	99	=
63	NA	996	995	0	I
63	NA	996	1057	62	=
63	NA	1058	1057	0	I
63	NA	1058	1249	192	=
63	NA	1250	1250	1	D
63	NA	1251	1422	172	=
63	NA	1423	1422	0	I
63	NA	1423	1439	17	=
63	NA	1440	1440	1	D
63	NA	1441	1477	37	=
63	NA	1478	1477	0	I
63	NA	1478	1860	383	=
63	NA	1861	1861	1	D
63	NA	1862	1889	28	=
63	NA	1890	1890	1	D
63	NA	1891	1923	33	=
63	NA	1924	1923	0	S
64	NA	1	393	393	=
64	NA	394	394	1	D
64	NA	395	962	568	=
64	NA	963	965	3	X
64	NA	966	967	2	=
64	NA	968	970	3	X
64	NA	971	1011	41	=
64	NA	1012	1012	1	D
64	NA	1013	1923	911	=
65	NA	1	935	935	=
65	NA	936	939	4	D
65	NA	940	1923	984	=
66	NA	1	103	103	=
66	NA	104	103	0	I
66	NA	104	1889	1786	=
66	NA	1890	1890	1	D
66	NA	1891	1923	33	=
67	NA	1	103	103	=
67	NA	104	103	0	I
67	NA	104	1889	1786	=
67	NA	1890	1890	1	D
67	NA	1891	1923	33	=
68	NA	1	234	234	=
68	NA	235	234	0	I
68	NA	235	286	52	=
68	NA	287	287	1	D
68	NA	288	421	134	=
68	NA	422	421	0	I
68	NA	422	453	32	=
68	NA	454	453	0	I
68	NA	454	666	213	=
68	NA	667	667	1	X
68	NA	668	846	179	=
68	NA	847	848	2	D
68	NA	849	874	26	=
68	NA	875	874	0	I
68	NA	875	1144	270	=
68	NA	1145	1144	0	I
68	NA	1145	1210	66	=
68	NA	1211	1210	0	I
68	NA	1211	1213	3	=
68	NA	1214	1213	0	I
68	NA	1214	1228	15	=
68	NA	1229	1228	0	I
68	NA	1229	1381	153	=
68	NA	1382	1381	0	I
68	NA	1382	1697	316	=
68	NA	1698	1697	0	I
68	NA	1698	1759	62	=
68	NA	1760	1759	0	I
68	NA	1760	1839	80	=
68	NA	1840	1839	0	I
68	NA	1840	1923	84	=
69	NA	1	103	103	=
69	NA	104	162	59	D
69	NA	163	841	679	=
69	NA	842	842	1	X
69	NA	843	844	2	=
69	NA	845	845	1	X
69	NA	846	846	1	=
69	NA	847	854	8	D
69	NA	855	856	2	=
69	NA	857	858	2	X
69	NA	859	861	3	=
69	NA	862	870	9	D
69	NA	871	871	1	X
69	NA	872	878	7	=
69	NA	879	880	2	X
69	NA	881	881	1	=
69	NA	882	883	2	X
69	NA	884	884	1	=
69	NA	885	884	0	I
69	NA	885	886	2	=
69	NA	887	887	1	X
69	NA	888	889	2	=
69	NA	890	893	4	D
69	NA	894	895	2	=
69	NA	896	896	1	X
69	NA	897	899	3	=
